theta1,theta2,theta3
0.0676321,0.150696,0.781672
0.129257,0.225467,0.645275
0.302188,0.410389,0.287423
0.211077,0.195033,0.59389
0.200848,0.346929,0.452224
0.15718,0.114642,0.728178
0.168112,0.363519,0.468369
0.219723,0.296899,0.483378
0.0152733,0.283032,0.701695
0.0910617,0.318579,0.590359
0.229555,0.250162,0.520283
0.299646,0.277899,0.422455
0.190832,0.297866,0.511302
0.264943,0.155269,0.579788
0.0933721,0.380202,0.526425
0.0392638,0.365393,0.595344
0.0312518,0.593167,0.375581
0.118217,0.39124,0.490543
0.431824,0.0933384,0.474837
0.290754,0.186908,0.522338
0.23744,0.241096,0.521463
0.287374,0.402269,0.310357
0.192946,0.446829,0.360225
0.223091,0.511652,0.265257
0.0527828,0.343639,0.603578
0.266515,0.143055,0.59043
0.20657,0.465296,0.328134
0.299622,0.290803,0.409575
0.231687,0.220648,0.547664
0.264,0.582016,0.153984
0.130428,0.19535,0.674223
0.0805106,0.397369,0.52212
0.281501,0.250428,0.468071
0.0969408,0.64136,0.261699
0.115724,0.298712,0.585565
0.10285,0.220046,0.677104
0.476843,0.219436,0.303721
0.0355458,0.418193,0.546262
0.0810116,0.572017,0.346971
0.20492,0.116596,0.678484
0.199962,0.0869673,0.713071
0.0738583,0.520213,0.405928
0.516941,0.222236,0.260823
0.453247,0.160108,0.386645
0.145946,0.450958,0.403096
0.104671,0.658485,0.236844
0.0972509,0.433451,0.469298
0.0663577,0.198936,0.734707
0.0600989,0.36463,0.575272
0.19802,0.227118,0.574863
0.206503,0.142182,0.651315
0.0536117,0.344013,0.602376
0.180199,0.550294,0.269507
0.169154,0.496229,0.334618
0.0416741,0.411899,0.546427
0.0932423,0.241154,0.665604
0.216507,0.284744,0.498749
0.123019,0.36514,0.511841
0.148539,0.1715,0.679961
0.371328,0.271749,0.356923
0.0548225,0.231477,0.7137
0.0978201,0.337709,0.564471
0.0540582,0.234477,0.711464
0.263385,0.314747,0.421869
0.129393,0.340518,0.530089
0.0876685,0.566663,0.345669
0.0307535,0.533509,0.435737
0.163532,0.153631,0.682837
0.2228,0.473156,0.304044
0.356126,0.332469,0.311405
0.104611,0.337014,0.558375
0.151417,0.31642,0.532163
0.0193399,0.235675,0.744985
0.235734,0.127098,0.637168
0.25102,0.318315,0.430665
0.216385,0.143052,0.640564
0.157418,0.340038,0.502544
0.0501859,0.12956,0.820254
0.326197,0.280915,0.392888
0.058293,0.330357,0.61135
0.250834,0.135787,0.613379
0.212803,0.437518,0.349679
0.315023,0.187297,0.49768
0.139623,0.39,0.470377
0.134745,0.45385,0.411405
0.193181,0.142857,0.663963
0.214425,0.309742,0.475832
0.066246,0.375196,0.558558
0.146332,0.318981,0.534686
0.288726,0.0798575,0.631417
0.15536,0.0571145,0.787525
0.11811,0.30148,0.58041
0.168996,0.336006,0.494998
0.219282,0.121759,0.65896
0.491646,0.251838,0.256516
0.413056,0.248774,0.33817
0.126825,0.344674,0.528501
0.0362562,0.338876,0.624868
0.115902,0.29416,0.589938
0.142135,0.153997,0.703867
0.541549,0.142699,0.315752
0.133185,0.135247,0.731567
0.106728,0.346105,0.547167
0.116782,0.106407,0.776811
0.0738173,0.320873,0.605309
0.130325,0.416963,0.452712
0.402751,0.211727,0.385523
0.354784,0.333426,0.31179
0.098749,0.560404,0.340847
0.0808801,0.626883,0.292237
0.415171,0.0703167,0.514512
0.182558,0.164046,0.653396
0.222642,0.564112,0.213246
0.148342,0.0847822,0.766876
0.225368,0.344828,0.429804
0.222991,0.0636869,0.713322
0.345501,0.0488147,0.605684
0.290482,0.314607,0.39491
0.476734,0.291971,0.231294
0.0702218,0.435739,0.494039
0.132724,0.478221,0.389055
0.195431,0.0671751,0.737393
0.289922,0.198587,0.511491
0.236377,0.198639,0.564984
0.176364,0.305291,0.518345
0.225862,0.290906,0.483232
0.0782532,0.495344,0.426403
0.244005,0.216622,0.539373
0.0904365,0.537829,0.371735
0.199973,0.250751,0.549276
0.186423,0.311173,0.502404
0.154237,0.461614,0.38415
0.0801056,0.337367,0.582527
0.290222,0.0835741,0.626204
0.285807,0.192203,0.52199
0.184924,0.408182,0.406893
0.124408,0.2145,0.661092
0.186694,0.0924747,0.720831
0.257645,0.275498,0.466857
0.0772176,0.29933,0.623453
0.0390322,0.266963,0.694004
0.271989,0.284391,0.44362
0.338769,0.415365,0.245866
0.117244,0.526073,0.356683
0.25041,0.354052,0.395538
0.353548,0.302064,0.344388
0.35645,0.0805872,0.562963
0.206445,0.521706,0.271849
0.392552,0.382099,0.225349
0.376404,0.233043,0.390553
0.153694,0.293853,0.552452
0.16979,0.179831,0.65038
0.128341,0.547366,0.324293
0.286966,0.214878,0.498156
0.253957,0.182191,0.563852
0.380051,0.368056,0.251892
0.111588,0.498118,0.390293
0.0816271,0.401729,0.516643
0.233173,0.278665,0.488162
0.291647,0.210479,0.497874
0.347622,0.349304,0.303074
0.232925,0.176618,0.590457
0.048273,0.412828,0.538899
0.213153,0.183528,0.603319
0.0529114,0.336424,0.610665
0.297609,0.135997,0.566394
0.393971,0.404347,0.201682
0.1865,0.0734375,0.740062
0.196384,0.303572,0.500044
0.0588946,0.311546,0.629559
0.227466,0.468307,0.304227
0.15141,0.654868,0.193722
0.563603,0.0780912,0.358306
0.175465,0.423368,0.401167
0.352345,0.421461,0.226194
0.0519805,0.587206,0.360813
0.182289,0.265177,0.552534
0.0881474,0.315804,0.596049
0.17251,0.245382,0.582108
0.185941,0.163426,0.650633
0.164493,0.400555,0.434952
0.121356,0.136772,0.741872
0.306057,0.382273,0.311671
0.214732,0.247952,0.537316
0.021974,0.474186,0.50384
0.129575,0.533634,0.336791
0.449126,0.188865,0.362009
0.0266459,0.14413,0.829224
0.0938472,0.381708,0.524445
0.146264,0.392424,0.461312
0.0238746,0.254185,0.721941
0.113802,0.0338159,0.852382
0.0897923,0.51748,0.392728
0.45525,0.172718,0.372032
0.012001,0.0489425,0.939057
0.462179,0.0959486,0.441873
0.208244,0.246515,0.545241
0.454462,0.336403,0.209135
0.0761789,0.261917,0.661905
0.0876359,0.167792,0.744572
0.137405,0.252264,0.610331
0.230289,0.177031,0.592679
0.416112,0.30659,0.277298
0.162472,0.388047,0.44948
0.0958882,0.458883,0.445229
0.401743,0.368489,0.229769
0.52686,0.170577,0.302562
0.157874,0.0938121,0.748314
0.0844536,0.296094,0.619452
0.0848155,0.52657,0.388615
0.297576,0.321356,0.381068
0.136359,0.201617,0.662024
0.412287,0.0731199,0.514593
0.204036,0.367746,0.428218
0.196594,0.371831,0.431575
0.164061,0.236737,0.599202
0.259902,0.38072,0.359378
0.213497,0.408374,0.37813
0.0887421,0.41702,0.494238
0.218078,0.310087,0.471835
0.418199,0.103944,0.477858
0.115599,0.0615756,0.822826
0.137248,0.150694,0.712058
0.192135,0.250271,0.557595
0.281478,0.0621779,0.656344
0.0939678,0.484472,0.42156
0.0933505,0.272413,0.634236
0.170397,0.228444,0.601159
0.0599492,0.0581594,0.881891
0.234286,0.322344,0.44337
0.171726,0.503177,0.325097
0.232788,0.403797,0.363415
0.135013,0.302012,0.562975
0.135186,0.178744,0.68607
0.0766292,0.574864,0.348507
0.270849,0.0587296,0.670421
0.173609,0.297981,0.52841
0.166219,0.462315,0.371466
0.286909,0.315569,0.397522
0.0612052,0.152263,0.786532
0.110177,0.344265,0.545557
0.12567,0.421384,0.452947
0.168946,0.208902,0.622152
0.071566,0.19297,0.735464
0.0909043,0.457604,0.451492
0.243445,0.270917,0.485638
0.145434,0.646011,0.208555
0.0796304,0.246471,0.673898
0.103466,0.409411,0.487123
0.029064,0.296264,0.674672
0.287686,0.535467,0.176847
0.17542,0.345619,0.478961
0.201239,0.171044,0.627717
0.264975,0.376633,0.358392
0.134189,0.45456,0.411251
0.186814,0.0391182,0.774067
0.0581798,0.377972,0.563848
0.0681066,0.455829,0.476065
0.170751,0.289001,0.540248
0.246873,0.295887,0.45724
0.0222799,0.363995,0.613725
0.246887,0.206762,0.546351
0.345142,0.12804,0.526818
0.209,0.487441,0.303559
0.0800278,0.0756785,0.844294
0.0532391,0.319131,0.627629
0.250774,0.180269,0.568956
0.125478,0.0444876,0.830034
0.287496,0.272496,0.440007
0.220043,0.310649,0.469308
0.169561,0.203848,0.626591
0.262736,0.315608,0.421656
0.0520487,0.606536,0.341416
0.016773,0.635368,0.347859
0.24244,0.157731,0.599829
0.352034,0.353582,0.294385
0.264443,0.207989,0.527568
0.123354,0.358934,0.517712
0.295118,0.162703,0.542179
0.189935,0.305458,0.504608
0.0899083,0.572373,0.337719
0.208934,0.288269,0.502796
0.173888,0.235421,0.59069
0.28575,0.0932283,0.621022
0.329777,0.217412,0.452811
0.147166,0.263202,0.589632
0.0973729,0.256038,0.64659
0.424707,0.156364,0.418928
0.158905,0.59561,0.245486
0.326819,0.24655,0.426631
0.130375,0.273635,0.59599
0.331761,0.246985,0.421254
0.22036,0.207444,0.572196
0.161279,0.615384,0.223337
0.137829,0.452107,0.410064
0.202653,0.351501,0.445846
0.259262,0.309642,0.431096
0.145193,0.421493,0.433313
0.0798554,0.335772,0.584372
0.42506,0.304791,0.270149
0.158352,0.261844,0.579804
0.171227,0.193901,0.634872
0.143456,0.481808,0.374735
0.101773,0.500618,0.39761
0.481643,0.197551,0.320807
0.135399,0.237047,0.627554
0.153007,0.30236,0.544632
0.0697279,0.199564,0.730708
0.214471,0.203146,0.582383
0.149639,0.562518,0.287843
0.570397,0.126053,0.30355
0.11285,0.561731,0.325419
0.248306,0.222489,0.529205
0.173036,0.307712,0.519251
0.147874,0.249398,0.602728
0.153805,0.468179,0.378016
0.182879,0.236608,0.580513
0.289143,0.295391,0.415466
0.434921,0.223784,0.341295
0.060448,0.173216,0.766336
0.161863,0.199001,0.639136
0.239993,0.315544,0.444464
0.0478074,0.0267372,0.925455
0.0397569,0.224482,0.735761
0.0646455,0.203174,0.73218
0.0262487,0.542096,0.431655
0.179966,0.222443,0.597591
0.254256,0.34412,0.401624
0.359171,0.159517,0.481312
0.16319,0.571185,0.265625
0.115089,0.335123,0.549787
0.275911,0.193957,0.530131
0.265641,0.187134,0.547226
0.099382,0.60109,0.299528
0.156368,0.3961,0.447532
0.121518,0.303959,0.574523
0.116112,0.118653,0.765236
0.0770157,0.368438,0.554547
0.0240551,0.143759,0.832186
0.26465,0.171096,0.564254
0.252075,0.186259,0.561666
0.0724136,0.337401,0.590186
0.151663,0.203292,0.645046
0.213588,0.147045,0.639367
0.100939,0.290441,0.60862
0.22119,0.556541,0.222269
0.321893,0.192311,0.485796
0.265243,0.340322,0.394435
0.287233,0.39324,0.319527
0.336755,0.198622,0.464623
0.227613,0.611876,0.16051
0.214248,0.375931,0.409821
0.354501,0.277829,0.36767
0.29621,0.232857,0.470933
0.103912,0.396357,0.499731
0.185557,0.417124,0.397319
0.162633,0.20962,0.627747
0.148139,0.181004,0.670857
0.198105,0.175031,0.626864
0.135173,0.35923,0.505596
0.0372997,0.209231,0.75347
0.121584,0.542727,0.335689
0.0689714,0.603825,0.327204
0.239804,0.169138,0.591058
0.14541,0.439575,0.415015
0.128543,0.308997,0.56246
0.148133,0.398566,0.453301
0.0590744,0.124358,0.816568
0.269759,0.277112,0.453129
0.12777,0.122759,0.749471
0.135454,0.188818,0.675728
0.161625,0.125757,0.712618
0.257547,0.418526,0.323927
0.268057,0.0181827,0.71376
0.444761,0.0379034,0.517336
0.278225,0.415424,0.306351
0.254892,0.16592,0.579188
0.381281,0.0784453,0.540274
0.113898,0.18209,0.704011
0.119874,0.395751,0.484375
0.065164,0.323907,0.610929
0.175219,0.247904,0.576877
0.0599735,0.156077,0.78395
0.256766,0.308414,0.43482
0.117632,0.408147,0.47422
0.181878,0.214958,0.603165
0.188675,0.444034,0.367291
0.257982,0.30312,0.438897
0.109121,0.522639,0.36824
0.0721169,0.426654,0.501229
0.180277,0.286288,0.533435
0.297094,0.307048,0.395859
0.100419,0.451801,0.44778
0.42451,0.101013,0.474477
0.139903,0.481933,0.378164
0.335143,0.201869,0.462988
0.103005,0.31179,0.585205
0.115487,0.66228,0.222233
0.21561,0.193164,0.591225
0.105234,0.385579,0.509188
0.341589,0.188468,0.469942
0.299412,0.300074,0.400514
0.213932,0.177593,0.608475
0.201582,0.389153,0.409266
0.153425,0.40761,0.438965
0.381862,0.252403,0.365735
0.284653,0.423845,0.291502
0.130953,0.130252,0.738796
0.0834634,0.408945,0.507591
0.200443,0.350715,0.448841
0.261093,0.318996,0.419912
0.172841,0.348775,0.478384
0.250169,0.195212,0.554619
0.086644,0.218791,0.694565
0.494138,0.0444537,0.461408
0.171197,0.267289,0.561514
0.223385,0.25892,0.517695
0.0339696,0.406958,0.559072
0.335468,0.201876,0.462656
0.079504,0.402077,0.518419
0.0561693,0.454458,0.489372
0.33204,0.178117,0.489843
0.147341,0.249283,0.603376
0.274366,0.238518,0.487116
0.228875,0.248453,0.522672
0.283815,0.153703,0.562482
0.243264,0.341312,0.415424
0.0955177,0.281033,0.623449
0.324848,0.0671957,0.607956
0.18453,0.197603,0.617868
0.225476,0.407476,0.367048
0.096613,0.171279,0.732108
0.204495,0.284524,0.51098
0.32602,0.270178,0.403802
0.410011,0.419462,0.170527
0.076347,0.351796,0.571857
0.245895,0.382741,0.371364
0.100037,0.581936,0.318028
0.165987,0.467206,0.366807
0.151519,0.241838,0.606644
0.180326,0.293757,0.525917
0.182442,0.509003,0.308556
0.25862,0.354246,0.387134
0.226891,0.341089,0.432021
0.260371,0.197464,0.542165
0.258075,0.399356,0.342569
0.220279,0.194163,0.585558
0.0692816,0.441801,0.488918
0.198862,0.342171,0.458967
0.210044,0.469736,0.32022
0.233612,0.282104,0.484284
0.187556,0.166736,0.645708
0.118124,0.542967,0.338909
0.165617,0.297632,0.536751
0.140114,0.285137,0.574748
0.174181,0.37626,0.449559
0.0616754,0.163631,0.774694
0.244633,0.477077,0.27829
0.0164809,0.571684,0.411836
0.347497,0.277702,0.374801
0.326079,0.297103,0.376818
0.328079,0.133811,0.53811
0.0771734,0.406851,0.515975
0.317924,0.323009,0.359067
0.206321,0.517473,0.276207
0.177618,0.458333,0.364049
0.112283,0.212829,0.674888
0.0210436,0.622858,0.356099
0.259333,0.20913,0.531536
0.171233,0.33317,0.495597
0.117528,0.334612,0.54786
0.109331,0.187526,0.703143
0.140769,0.244771,0.61446
0.306449,0.311833,0.381717
0.0537007,0.323734,0.622565
0.185313,0.131924,0.682763
0.33346,0.117362,0.549178
0.127125,0.560847,0.312028
0.202637,0.214389,0.582975
0.430242,0.363786,0.205972
0.157846,0.213062,0.629092
0.319659,0.316729,0.363612
0.0362624,0.251766,0.711972
0.285857,0.18923,0.524913
0.115924,0.15662,0.727456
0.142775,0.308985,0.548239
0.0733975,0.562246,0.364357
0.277393,0.323633,0.398974
0.336888,0.234134,0.428978
0.130349,0.369743,0.499907
0.0195517,0.35221,0.628238
0.127035,0.111109,0.761856
0.376235,0.134717,0.489047
0.337847,0.331335,0.330817
0.0611359,0.410615,0.528249
0.203042,0.349274,0.447684
0.210324,0.224097,0.565579
0.326983,0.331557,0.34146
0.353331,0.316703,0.329966
0.0452156,0.161601,0.793183
0.0457691,0.705451,0.24878
0.178803,0.441892,0.379305
0.389376,0.172479,0.438145
0.246956,0.365819,0.387225
0.132163,0.0974737,0.770364
0.340716,0.197461,0.461823
0.397844,0.327148,0.275008
0.211002,0.463751,0.325247
0.0528836,0.131538,0.815578
0.0814856,0.17131,0.747204
0.150501,0.384957,0.464542
0.438021,0.288989,0.272989
0.258256,0.185997,0.555747
0.0770447,0.289672,0.633284
0.0795324,0.291479,0.628989
0.108077,0.175693,0.71623
0.318743,0.0942907,0.586967
0.110074,0.392741,0.497185
0.101201,0.508698,0.390101
0.271453,0.215093,0.513454
0.411104,0.259228,0.329668
0.167526,0.2765,0.555974
0.264168,0.287721,0.448111
0.254678,0.190653,0.554669
0.211575,0.122465,0.665959
0.0790165,0.297049,0.623935
0.181879,0.128599,0.689522
0.162315,0.170708,0.666977
0.357531,0.402734,0.239735
0.076825,0.16755,0.755625
0.0691255,0.149029,0.781845
0.559709,0.162106,0.278185
0.268765,0.497325,0.23391
0.191626,0.272009,0.536366
0.322364,0.0665387,0.611097
0.056801,0.340552,0.602647
0.0607895,0.124525,0.814686
0.086821,0.465993,0.447186
0.0907919,0.187799,0.721409
0.0870952,0.181405,0.7315
0.346458,0.356785,0.296757
0.0667973,0.435804,0.497399
0.186181,0.188709,0.62511
0.131852,0.148969,0.719178
0.184676,0.30226,0.513064
0.184461,0.27233,0.543209
0.0810175,0.366065,0.552918
0.0513282,0.511991,0.436681
0.431738,0.1986,0.369662
0.0634933,0.343871,0.592635
0.523209,0.219415,0.257375
0.0462468,0.585652,0.368101
0.253146,0.479228,0.267626
0.203887,0.478784,0.317328
0.042574,0.117265,0.840161
0.258902,0.318961,0.422138
0.0597157,0.411013,0.529271
0.155116,0.288818,0.556066
0.200988,0.700023,0.0989889
0.31863,0.336254,0.345115
0.227821,0.168215,0.603964
0.172438,0.290947,0.536615
0.222308,0.113344,0.664349
0.199366,0.16145,0.639184
0.0316748,0.464951,0.503374
0.128129,0.2547,0.617171
0.345425,0.389937,0.264638
0.121014,0.350347,0.528639
0.0720951,0.264039,0.663866
0.195417,0.0836888,0.720894
0.364446,0.180092,0.455462
0.292121,0.258875,0.449004
0.170124,0.311732,0.518144
0.269655,0.426089,0.304256
0.0943453,0.258403,0.647251
0.278203,0.171289,0.550508
0.014785,0.318734,0.666481
0.175929,0.19043,0.633641
0.148056,0.055582,0.796362
0.19413,0.172709,0.633161
0.167201,0.356846,0.475953
0.17411,0.276256,0.549634
0.111202,0.284373,0.604425
0.186157,0.408472,0.40537
0.343706,0.326709,0.329584
0.18436,0.403817,0.411823
0.113299,0.471991,0.41471
0.203132,0.487448,0.30942
0.49461,0.230418,0.274971
0.319648,0.305632,0.374719
0.275668,0.413027,0.311306
0.0887108,0.264293,0.646997
0.213823,0.481561,0.304616
0.0825077,0.31965,0.597842
0.133756,0.220604,0.64564
0.276942,0.253705,0.469352
0.334166,0.195123,0.470712
0.103208,0.450945,0.445848
0.358139,0.26663,0.375231
0.369267,0.498913,0.13182
0.204788,0.463482,0.33173
0.47834,0.239842,0.281818
0.160191,0.534348,0.305461
0.258559,0.288289,0.453152
0.0436142,0.481862,0.474524
0.320969,0.041296,0.637735
0.139791,0.114284,0.745925
0.135852,0.16485,0.699299
0.270996,0.309918,0.419086
0.0561155,0.258866,0.685019
0.146374,0.374433,0.479193
0.264494,0.209983,0.525523
0.0570071,0.232718,0.710275
0.14478,0.132596,0.722624
0.122151,0.314601,0.563248
0.0154501,0.46746,0.517089
0.316991,0.332485,0.350524
0.119315,0.193738,0.686947
0.281291,0.179558,0.53915
0.0660384,0.532139,0.401823
0.235303,0.11426,0.650437
0.0663635,0.237333,0.696303
0.305693,0.287675,0.406633
0.197774,0.238438,0.563789
0.198333,0.516147,0.28552
0.196578,0.351887,0.451536
0.115319,0.173369,0.711312
0.14139,0.302929,0.555681
0.214602,0.454085,0.331313
0.226364,0.475089,0.298547
0.117839,0.361113,0.521048
0.169375,0.271392,0.559233
0.455377,0.150681,0.393942
0.215129,0.347731,0.43714
0.18817,0.55624,0.255591
0.106897,0.267074,0.626028
0.133591,0.255572,0.610836
0.0688781,0.173338,0.757784
0.126699,0.413554,0.459748
0.216663,0.237149,0.546189
0.0590542,0.361143,0.579803
0.0951052,0.216401,0.688494
0.265459,0.444201,0.29034
0.212557,0.270609,0.516834
0.238253,0.286852,0.474895
0.205045,0.419963,0.374992
0.110364,0.257096,0.63254
0.0757942,0.554812,0.369394
0.262601,0.282824,0.454575
0.150973,0.214151,0.634877
0.236623,0.330538,0.432839
0.324245,0.401642,0.274113
0.15927,0.102896,0.737834
0.251468,0.132427,0.616105
0.357477,0.180036,0.462487
0.251837,0.222494,0.525669
0.120236,0.611539,0.268224
0.272451,0.246514,0.481035
0.331459,0.288693,0.379848
0.264271,0.208508,0.527221
0.0438506,0.510644,0.445505
0.0687374,0.585374,0.345889
0.126333,0.265574,0.608093
0.169934,0.217806,0.61226
0.389501,0.251281,0.359218
0.242939,0.375192,0.381869
0.141739,0.140789,0.717472
0.170252,0.321321,0.508427
0.17422,0.524522,0.301258
0.0621143,0.31174,0.626146
0.178496,0.36493,0.456574
0.293351,0.178503,0.528145
0.151679,0.375454,0.472867
0.251515,0.14557,0.602915
0.147874,0.333743,0.518384
0.53464,0.162892,0.302469
0.0128039,0.579319,0.407878
0.17766,0.413902,0.408438
0.245588,0.215787,0.538624
0.0468264,0.145006,0.808168
0.0871705,0.366518,0.546311
0.0107264,0.489764,0.499509
0.27249,0.412632,0.314878
0.126346,0.222762,0.650892
0.27542,0.29987,0.42471
0.162674,0.116548,0.720778
0.417967,0.168751,0.413282
0.140009,0.332679,0.527312
0.446954,0.29253,0.260516
0.265516,0.322267,0.412217
0.132892,0.328599,0.538509
0.21779,0.313616,0.468594
0.153694,0.130906,0.7154
0.340685,0.101289,0.558026
0.196548,0.384697,0.418754
0.387064,0.172893,0.440043
0.0526459,0.532084,0.41527
0.341153,0.224336,0.434511
0.220903,0.42662,0.352477
0.146407,0.175657,0.677936
0.0996197,0.405633,0.494747
0.276953,0.159844,0.563203
0.0833024,0.290404,0.626293
0.175339,0.273679,0.550982
0.103059,0.455744,0.441197
0.215211,0.336843,0.447946
0.100904,0.197874,0.701222
0.282889,0.139546,0.577565
0.225554,0.061904,0.712542
0.131103,0.347991,0.520905
0.201888,0.374834,0.423278
0.0523216,0.194782,0.752897
0.180591,0.215324,0.604085
0.0657289,0.414345,0.519926
0.142271,0.568178,0.289551
0.153055,0.239188,0.607757
0.468963,0.182341,0.348695
0.188009,0.318231,0.493759
0.242088,0.46811,0.289802
0.109302,0.236406,0.654292
0.414316,0.420612,0.165072
0.199657,0.249295,0.551048
0.130082,0.295546,0.574372
0.125463,0.469305,0.405232
0.0540504,0.443892,0.502058
0.28413,0.213552,0.502318
0.0293395,0.204892,0.765768
0.130458,0.157333,0.712209
0.0693807,0.398667,0.531952
0.229191,0.169063,0.601745
0.120116,0.555451,0.324433
0.319101,0.35182,0.32908
0.139964,0.520106,0.33993
0.266591,0.203452,0.529957
0.0794218,0.450481,0.470098
0.163732,0.254974,0.581294
0.104958,0.119298,0.775744
0.0821987,0.100657,0.817144
0.184756,0.190002,0.625242
0.0452678,0.04849,0.906242
0.421837,0.178771,0.399392
0.076844,0.381448,0.541708
0.415513,0.203591,0.380897
0.17314,0.276843,0.550017
0.245175,0.283505,0.47132
0.218437,0.263786,0.517777
0.431627,0.218651,0.349722
0.38817,0.18026,0.431571
0.369715,0.0735358,0.556749
0.27051,0.0245633,0.704926
0.11658,0.375583,0.507837
0.120887,0.285139,0.593973
